SDS-Number,Product Name,Manufacturer,SDS-Number,LL Number,Chemical Component,CAS Number,% Context,Min %,Max %,Avg %,% Range,SARA 313 %
SDS-009229,2362-09-X208OR R4120800 REGARD ODOR COUNTERACTANT ORANGE,Wesclean,SDS-009229,,d-Limonene,5989-27-5,n/a,30.00%,60.00%,45.00%,30 - 60%,0.00%
SDS-009229,2362-09-X208OR R4120800 REGARD ODOR COUNTERACTANT ORANGE,Wesclean,SDS-009229,,Isobutane,75-28-5,n/a,15.00%,40.00%,27.50%,15 - 40%,0.00%
SDS-009229,2362-09-X208OR R4120800 REGARD ODOR COUNTERACTANT ORANGE,Wesclean,SDS-009229,,Ethanol (Ethyl Alcohol),64-17-5,n/a,10.00%,30.00%,20.00%,10 - 30%,0.00%
SDS-009229,2362-09-X208OR R4120800 REGARD ODOR COUNTERACTANT ORANGE,Wesclean,SDS-009229,,Propane,74-98-6,n/a,5.00%,10.00%,7.50%,5 - 10%,0.00%
SDS-009229,2362-09-X208OR R4120800 REGARD ODOR COUNTERACTANT ORANGE,Wesclean,SDS-009229,,Propylene Glycol,57-55-6,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-010016,250 mL Pump Spray TFT/LCD/LED Screen Cleaner Tub Pack Pre-moistened TFT/LCD/LED Screen Cleaning Wipes,First Base Inc,SDS-010016,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007586,"25-Hydroxy Vitamin D3 (26,26,26,27,27,27-d6)","Medical Isotopes, Inc.",SDS-007586,,"25-Hydroxy Vitamin D3 (26,26,26,27,27,27-d6)",78782-98-6,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-007585,25-Hydroxyvitamin D3 solution,Sigma-Aldrich Corp.,SDS-007585,,Ethanol,64-17-5,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-007585,25-Hydroxyvitamin D3 solution,Sigma-Aldrich Corp.,SDS-007585,,25-Hydroxyvitamin D3 Monohydrate,63283-36-3,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-005923,2-Aminoethyl diphenylborinate,Sigma-Aldrich Corp.,SDS-005923,,(2-Aminoethoxy)(diphenyl)borane,524-95-8,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-009268,2-Hydroxyethylflurazepam solution,Sigma-Aldrich Corp.,SDS-009268,10139148,Methanol,67-56-1,n/a,90.00%,100.00%,95.00%,>=90 - <=100%,0.00%
SDS-005924,2-Mercaptoethanol,"Thermo Fisher Scientific, Inc.",SDS-005924,,2-Mercaptoethanol,60-24-2,n/a,99.00%,99.00%,99.00%,99%,0.00%
SDS-005925,2-Methoxybenzoyl chloride,Sigma-Aldrich Corp.,SDS-005925,,2-Methoxybenzoyl Chloride,21615-34-9,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-008499,2-Propanol,Sigma-Aldrich Corp.,SDS-008499,,2-Propanol,67-63-0,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-004884,2-PROPANOL,Anachemia,SDS-004884,,2-Propanol,67-63-0,Pure Chemical,100.00%,100.00%,100.00%,99 - 100%,0.00%
SDS-006379,2-Propanol,"Thermo Fisher Scientific, Inc.",SDS-006379,,Isopropyl Alcohol,67-63-0,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-002844,2-Propanol,"Thermo Fisher Scientific, Inc.",SDS-002844,50961,Isopropyl Alcohol,67-63-0,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-003147,3000,Texeuro Industrial Sales Ltd.,SDS-003147,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-001474,"310600- Liaison 25 OH Vitamin D Total Assay Buffer, 25016",DiaSorin S.p.A,SDS-001474,"10108714, 10112098, 10123058",2-Metil-2H-Isotiazol-3-One ,55965-84-9,Less Than (Max),0.00%,2.30%,1.15%,</=2.30%,0.00%
SDS-002947,3130 POP-4 Performance Optimized Polymer,"Thermo Fisher Scientific, Inc.",SDS-002947,10110360,NA,NA,NA,NA,NA,NA,NA,NA
SDS-007587,"3,3?,5,5?-Tetramethylbenzidine (TMB) Liquid Substrate System for ELISA",Sigma-Aldrich Corp.,SDS-007587,,"3,3',5,5'-Tetramethylbenzidine (TMB) Liquid Substrate System for ELISA", ,Less Than (Max),0.00%,0.05%,0.03%,<=0.05%,0.00%
SDS-009893,# 347104 DUSTER 10OZ,"Exponent Microport, Inc.",SDS-009893,,"1,1-Difluoroethane",75-37-6,n/a,60.00%,100.00%,80.00%,60.00 - 100.00%,0.00%
SDS-004580,35250 Fellowes Powershred Shredder Lubricant,"Fellowes, Inc.",SDS-004580,,Canola Oil,120962-03-0,Pure Chemical,100.00%,100.00%,100.00%,>99%,0.00%
SDS-006393,3730 Buffer (10X) with EDTA,Invitrogen Corp.,SDS-006393,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-006285,3-IN-ONE Multi-Purpose Oil,"WD-40 Co., Ltd.",SDS-006285,,Severely Hydrotreated Heavy Naphthenic Oil,64742-52-5,Greater Than (Min),97.00%,100.00%,98.50%,>97%,0.00%
SDS-006285,3-IN-ONE Multi-Purpose Oil,"WD-40 Co., Ltd.",SDS-006285,,Non-Hazardous Ingredients, ,Less Than (Max),0.00%,3.00%,1.50%,<3%,0.00%
SDS-006285,3-IN-ONE Multi-Purpose Oil,"WD-40 Co., Ltd.",SDS-006285,,"Naphtha, Petroleum",64742-47-8,Less Than (Max),0.00%,2.00%,1.00%,<2%,0.00%
SDS-006286,3M 90 HIGH STRENGTH ADHESIVE (INACTIVE),3M (Minnesota Mining & Mfg.),SDS-006286,,Dimethyl Ether (Propellant),115-10-6,n/a,50.00%,60.00%,55.00%,50.0 - 60.0%,0.00%
SDS-006286,3M 90 HIGH STRENGTH ADHESIVE (INACTIVE),3M (Minnesota Mining & Mfg.),SDS-006286,,Pentane,109-66-0,n/a,10.00%,20.00%,15.00%,10.0 - 20.0%,0.00%
SDS-006286,3M 90 HIGH STRENGTH ADHESIVE (INACTIVE),3M (Minnesota Mining & Mfg.),SDS-006286,,Acetone,67-64-1,n/a,10.00%,20.00%,15.00%,10.0 - 20.0%,0.00%
SDS-006286,3M 90 HIGH STRENGTH ADHESIVE (INACTIVE),3M (Minnesota Mining & Mfg.),SDS-006286,,Nonvolatile Components, ,n/a,7.00%,13.00%,10.00%,7.0 - 13.0%,0.00%
SDS-006286,3M 90 HIGH STRENGTH ADHESIVE (INACTIVE),3M (Minnesota Mining & Mfg.),SDS-006286,,Cyclohexane,110-82-7,n/a,3.00%,7.00%,5.00%,3.0 - 7.0%,0.00%
SDS-003215,3M Attest 1274 Biological Indicator,3M (Minnesota Mining & Mfg.),SDS-003215,,"Gowth Media Containing Soybean Casein Digest, Ph Indicator, Bromocresol Purple & Glass Ampoule", ,n/a,50.00%,60.00%,55.00%,50 - 60%,0.00%
SDS-003215,3M Attest 1274 Biological Indicator,3M (Minnesota Mining & Mfg.),SDS-003215,,Plastic Vial And Cap., ,n/a,40.00%,50.00%,45.00%,40 - 50%,0.00%
SDS-003215,3M Attest 1274 Biological Indicator,3M (Minnesota Mining & Mfg.),SDS-003215,,Stainless Steel Disc Inoculated With Non-Pathogenic Spores Of Geobacillus Stearothermophilus ATCC 7953, ,n/a,1.00%,2.00%,1.50%,1 - 2%,0.00%
SDS-007493,"3M Attest Biological Indicators for Steam 1261, 1261P, 1262, 1262P & 1262-S",3M (Minnesota Mining & Mfg.),SDS-007493,,Plastic Vial And Cap., ,n/a,40.00%,55.00%,47.50%,40 - 55%,0.00%
SDS-007493,"3M Attest Biological Indicators for Steam 1261, 1261P, 1262, 1262P & 1262-S",3M (Minnesota Mining & Mfg.),SDS-007493,,"Growth Media Containing Carbohydrates, Amino Acids, Bromcresol Purple ", ,n/a,30.00%,40.00%,35.00%,30 - 40%,0.00%
SDS-007493,"3M Attest Biological Indicators for Steam 1261, 1261P, 1262, 1262P & 1262-S",3M (Minnesota Mining & Mfg.),SDS-007493,,Glass Ampule, ,n/a,15.00%,30.00%,22.50%,15 - 30%,0.00%
SDS-007493,"3M Attest Biological Indicators for Steam 1261, 1261P, 1262, 1262P & 1262-S",3M (Minnesota Mining & Mfg.),SDS-007493,,Spore Strip With Geobacillus Stearothermophilus (Previously Bacillus Stearothermophilus), ,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Ethyl Alcohol w/w,64-17-5,n/a,50.00%,70.00%,60.00%,50 - 70%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Water,7732-18-5,n/a,25.00%,35.00%,30.00%,25 - 35%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Polyethylene Glycol,25322-68-3,Less Than (Max),0.00%,3.00%,1.50%,<3%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Fattty Acids,103213-20-3,Less Than (Max),0.00%,2.00%,1.00%,<2%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Squalane,111-01-3,Less Than (Max),0.00%,2.00%,1.00%,<2%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Alcohols,26636-40-8,Less Than (Max),0.00%,2.00%,1.00%,<2%,0.00%
SDS-000859,"3M AVAGARD D INSTANT HAND ANTISEPTIC WITH MOISTURIZERS P.N. 9221C, 9222C",3M (Minnesota Mining & Mfg.),SDS-000859,10105640,Docosyl Alcohol,661-19-8,Less Than (Max),0.00%,2.00%,1.00%,<2%,0.00%
SDS-003175,3M BRAND 504 RESPIRATOR CLEANING WIPE,3M (Minnesota Mining & Mfg.),SDS-003175,28995,Water,7732-18-5,n/a,40.00%,60.00%,50.00%,40-60%,0.00%
SDS-003175,3M BRAND 504 RESPIRATOR CLEANING WIPE,3M (Minnesota Mining & Mfg.),SDS-003175,28995,Cellulose Towelette , ,n/a,30.00%,50.00%,40.00%,30-50%,0.00%
SDS-003175,3M BRAND 504 RESPIRATOR CLEANING WIPE,3M (Minnesota Mining & Mfg.),SDS-003175,28995,Surfactants,68439-46-3,n/a,0.10%,1.00%,0.55%,0.1-1%,0.00%
SDS-003175,3M BRAND 504 RESPIRATOR CLEANING WIPE,3M (Minnesota Mining & Mfg.),SDS-003175,28995,Benzyl-c12-16-alkyl dimethyl ammonium chlorides,68424-85-1,n/a,0.10%,0.95%,0.53%,0.1-0.95%,0.00%
SDS-002414,3M Cavilon 3-in-1 Incontinence Care Lotion 3383,3M (Minnesota Mining & Mfg.),SDS-002414,,Water,7732-18-5,n/a,70.00%,90.00%,80.00%,70 - 90%,0.00%
SDS-002414,3M Cavilon 3-in-1 Incontinence Care Lotion 3383,3M (Minnesota Mining & Mfg.),SDS-002414,,Emulsifying Wax, ,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-002414,3M Cavilon 3-in-1 Incontinence Care Lotion 3383,3M (Minnesota Mining & Mfg.),SDS-002414,,Dipropylene Glycol,25265-71-8,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-002414,3M Cavilon 3-in-1 Incontinence Care Lotion 3383,3M (Minnesota Mining & Mfg.),SDS-002414,,Cetyl Lactate,35274-05-6,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-002414,3M Cavilon 3-in-1 Incontinence Care Lotion 3383,3M (Minnesota Mining & Mfg.),SDS-002414,,Soy Bean Oil,8001-22-7,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-002414,3M Cavilon 3-in-1 Incontinence Care Lotion 3383,3M (Minnesota Mining & Mfg.),SDS-002414,,Dimethicone,9006-65-9,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-003216,3M Comply (SteriGage) Chemical Integrator 1243,3M (Minnesota Mining & Mfg.),SDS-003216,,PAPER, ,Greater Than (Min),92.00%,100.00%,96.00%,>92%,0.00%
SDS-003216,3M Comply (SteriGage) Chemical Integrator 1243,3M (Minnesota Mining & Mfg.),SDS-003216,,SALICYLAMIDE,65-45-2,Less Than (Max),0.00%,8.00%,4.00%,<8%,0.00%
SDS-007503,"3M Comply (SteriGage) Chemical Integrator (1243A, 1243B, 1243E, 1243RE)",3M (Minnesota Mining & Mfg.),SDS-007503,,PAPER, ,Greater Than (Min),92.00%,100.00%,96.00%,>92%,0.00%
SDS-007503,"3M Comply (SteriGage) Chemical Integrator (1243A, 1243B, 1243E, 1243RE)",3M (Minnesota Mining & Mfg.),SDS-007503,,SALICYLAMIDE,65-45-2,Less Than (Max),0.00%,8.00%,4.00%,<8%,0.00%
SDS-005926,3-Methoxybenzoyl chloride,Sigma-Aldrich Corp.,SDS-005926,,M-Anisoyl Chloride,1711-05-3,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-005927,3-Methoxytyramine hydrochloride,Sigma-Aldrich Corp.,SDS-005927,,5-(2-Aminoethyl)guaiacol hydrochloride,1477-68-5,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-007689,3-Methyl-1-butanol,Sigma-Aldrich Corp.,SDS-007689,,3-Methylbutan-1-ol,123-51-3,Less Than (Max),0.00%,100.00%,50.00%,<=100%,0.00%
SDS-002583,3-MethyM-butanol,"Thermo Fisher Scientific, Inc.",SDS-002583,,Isoamyl Alcohol,123-51-3,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-006530,"3M Sodium Acetate, pH 5.5",Invitrogen Corp.,SDS-006530,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-009335,4-(4-fluorobenzoyl)piperidine,Sigma-Aldrich Corp.,SDS-009335,10169922,4-(4-fluorobenzoyl)piperidine,56346-57-7,Less Than (Max),0.00%,100.00%,50.00%,<=100%,0.00%
SDS-000717,"4C- ES Cell Control, Abnormal Low, Abnormal High, Normal","Beckman Coulter, Inc.",SDS-000717,29423,Neomycin Sulfate,1405-10-3,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-000717,"4C- ES Cell Control, Abnormal Low, Abnormal High, Normal","Beckman Coulter, Inc.",SDS-000717,29423,Gentamicin Sulfate,1405-41-0,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-000717,"4C- ES Cell Control, Abnormal Low, Abnormal High, Normal","Beckman Coulter, Inc.",SDS-000717,29423,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-000717,"4C- ES Cell Control, Abnormal Low, Abnormal High, Normal","Beckman Coulter, Inc.",SDS-000717,29423,"Penicillin-G, sodium salt",69-57-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-002367,4-(Dimethylamino)benzaldehyde GR for analysis Reag. Ph Eur,Merck KGaA,SDS-002367,,4-(Dimethylamino)benzaldehyde GR for analysis Reag. Ph Eur,100-10-7,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005928,4-(Dimethylamino)benzoyl chloride,Sigma-Aldrich Corp.,SDS-005928,,4-(Dimethylamino)benzoyl chloride,4755-50-4,Less Than (Max),0.00%,100.00%,50.00%,<=100%,0.00%
SDS-002411,4-(Dimethylamino)cinnamaldehyde,Sigma-Aldrich Corp.,SDS-002411,,4-Dimethylaminocinnamaldehyde,6203-18-5,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-007690,4-(Dimethylamino)pyridine,Sigma-Aldrich Corp.,SDS-007690,,"N,N-Dimethylpyridin-4-Amine",1122-58-3,Less Than (Max),0.00%,100.00%,50.00%,<=100%,0.00%
SDS-005911,(±)-4-Hydroxy-3-methoxy-d3-mandelic Acid,"C/D/N Isotopes, Inc.",SDS-005911,,4-HYDROXY-3-METHOXYMANDELIC ACID,2394-20-9,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005916,"(4-Hydroxy-3-methoxyphenyl-d3)acetic-2,2-d2 Acid","C/D/N Isotopes, Inc.",SDS-005916,,4-Hydroxy-3-Methoxyphenylacetic Acid,306-08-1,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005930,4-Methoxybenzoyl chloride,Sigma-Aldrich Corp.,SDS-005930,,Anisoyl Chloride,100-07-2,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-005175,"4-Phenyl-1,2,4-triazoline-3,5-dione",Sigma-Aldrich Corp.,SDS-005175,,"4-Phenyl-3H-1,2,4-Triazole-3,5(4H)-Dione",4233-33-4,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-005929,4-(Trifluoromethyl)benzoyl chloride,Sigma-Aldrich Corp.,SDS-005929,,"?,?,?-Trifluoro-p-toluoyl chloride",329-15-7,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,Steel Powder,7439-89-6,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,Toner, ,Greater Than (Min),5.00%,100.00%,52.50%,>5%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,Styrene/butadiene copolymer,9003-55-8,n/a,90.00%,95.00%,92.50%,90-95%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,CARRIER, ,Less Than (Max),0.00%,95.00%,47.50%,<95%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,Red Pigment,6535-46-2,n/a,5.00%,10.00%,7.50%,5-10%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,Fluoropolymer,24937-97-1,Less Than (Max),0.00%,2.00%,1.00%,<2%,0.00%
SDS-006347,5046/5335 Red Developer,Xerox Corp.,SDS-006347,,Carbon Black,1333-86-4,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-Number,Product Name,Manufacturer,SDS-Number,LL Number,Chemical Component,CAS Number,% Context,Min %,Max %,Avg %,% Range,SARA 313 %
SDS-005931,5600,Dover Corp.,SDS-005931,,Ethyl Alcohol,64-17-5,n/a,60.00%,100.00%,80.00%,60 - 100%,0.00%
SDS-005931,5600,Dover Corp.,SDS-005931,,Isopropyl Alcohol,67-63-0,n/a,5.00%,10.00%,7.50%,5 - 10%,0.00%
SDS-001062,"5% CO2 In Air Baseline Calibrant Gas With Delta Value = -22.7 VS. PDB, CLM-3781","Cambridge Isotope Laboratories, Inc.",SDS-001062,,CO2,124-38-9,n/a,5.00%,5.00%,5.00%,5%,0.00%
SDS-001063,"5% CO2 In Air Midlevel Calibrant Gas (VS. PDB -15.5) 7.21 DOB, CLM-3782","Cambridge Isotope Laboratories, Inc.",SDS-001063,,CO2,124-38-9,n/a,5.00%,5.00%,5.00%,5%,0.00%
SDS-002810,5 HIAA Urine Calibrator,"Bio-Rad Laboratories, Inc.",SDS-002810,,Human Urine - Lyophilized, ,Blank (percentage not specified),0.00%,100.00%,50.00%,0 - 100 %,0.00%
SDS-002794,"5-HIIA by HPLC, Internal Standard","Bio-Rad Laboratories, Inc.",SDS-002794,,5-Hydroxy-2-Indolecarboxylic Acid,21598-06-1,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005932,5-Hydroxyindole-2-carboxylic acid,Sigma-Aldrich Corp.,SDS-005932,,5-Hydroxyindole-2-Carboxylic Acid,21598-06-1,Less Than (Max),0.00%,100.00%,50.00%,<=100%,0.00%
SDS-000720,5-Hydroxyindole-3-acetic acid,Sigma-Aldrich Corp.,SDS-000720,,5-Hydroxyindol-3-Ylacetic Acid,54-16-0,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-000722,5-Sulfosalicylic acid dihydrate,Sigma-Aldrich Corp.,SDS-000722,,5-Sulphosalicylic Acid Dihydrate,5965-83-3,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-002955,5-Sulfosalicylic Acid Dihydrate,"Thermo Fisher Scientific, Inc.",SDS-002955,,"5-Sulfosalicylic Acid, Dihydrate",5965-83-3,Greater Than (Min),98.00%,100.00%,99.00%,>98%,0.00%
SDS-002955,5-Sulfosalicylic Acid Dihydrate,"Thermo Fisher Scientific, Inc.",SDS-002955,,5-Sulfosalicylic Acid Dihydrate,97-05-2,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005933,"5-Sulfosalicylic Acid, HARLECO",Merck KGaA,SDS-005933,,5-Sulfosalicylic Acid,97-05-2,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-000724,6-Acetylmorphine,Sigma-Aldrich Corp.,SDS-000724,,Acetonitrile,75-05-8,n/a,50.00%,100.00%,75.00%,50 - 100 %,0.00%
SDS-000724,6-Acetylmorphine,Sigma-Aldrich Corp.,SDS-000724,,6-Acetylmorphine ,2784-73-8,n/a,0.10%,1.00%,0.55%,0.1 - 1 %,0.00%
SDS-006470,"6-Acetylmorphine, 1.0 mg/mL solution",Sigma-Aldrich Corp.,SDS-006470,10139076,Acetonitrile,75-05-8,n/a,99.90%,99.90%,99.90%,99.90%,0.00%
SDS-006470,"6-Acetylmorphine, 1.0 mg/mL solution",Sigma-Aldrich Corp.,SDS-006470,10139076,6-Acetylmorphine ,2784-73-8,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-002609,6-Acetylmorphine-d3 solution,Sigma-Aldrich Corp.,SDS-002609,,Acetonitrile,75-05-8,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-002609,6-Acetylmorphine-d3 solution,Sigma-Aldrich Corp.,SDS-002609,,6-Acetylmorphine-D3,136765-25-8,Trace,0.00%,0.00%,0.00%,Trace,0.00%
SDS-009270,6-Acetylmorphine-d3 solution,Sigma-Aldrich Corp.,SDS-009270,10169604,Acetonitrile,75-05-8,n/a,90.00%,100.00%,95.00%,90 - 100%,0.00%
SDS-002568,6-Acetylmorphine-d6 solution,Sigma-Aldrich Corp.,SDS-002568,,Acetonitrile,75-05-8,n/a,99.90%,99.90%,99.90%,99.90%,0.00%
SDS-002568,6-Acetylmorphine-d6 solution,Sigma-Aldrich Corp.,SDS-002568,,6-Acetylmorphine-D6,152477-90-2,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-006536,6x DNA Loading Dye (6x Loading Dye Solution),"Thermo Fisher Scientific, Inc.",SDS-006536,,Water,7732-18-5,n/a,25.00%,50.00%,37.50%,25 - 50%,0.00%
SDS-003026,70% IPA (420),"Honeywell, Inc.",SDS-003026,10829,Isopropanol,67-63-0,n/a,70.00%,70.00%,70.00%,70%,0.00%
SDS-003026,70% IPA (420),"Honeywell, Inc.",SDS-003026,10829,Water,7732-18-5,n/a,30.00%,30.00%,30.00%,30%,0.00%
SDS-003121,70% Isopropyl Alcohol,Cardinal Health,SDS-003121,,Isopropanol (Isopropyl Alcohol),67-63-0,n/a,70.00%,70.00%,70.00%,70%,0.00%
SDS-009271,7-Aminoclonazepam,Sigma-Aldrich Corp.,SDS-009271,10139056,Acetonitrile,75-05-8,n/a,90.00%,100.00%,95.00%,90 - 100%,0.00%
SDS-009272,7-Aminoclonazepam-d4 solution,Sigma-Aldrich Corp.,SDS-009272,,Acetonitrile,75-05-8,n/a,90.00%,100.00%,95.00%,90.00 - 100.00%,0.00%
SDS-002739,7-Aminoflunitrazepam-D7,Sigma-Aldrich Corp.,SDS-002739,,Acetonitrile,75-05-8,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-002739,7-Aminoflunitrazepam-D7,Sigma-Aldrich Corp.,SDS-002739,,7-Aminoflunitrazepam-D7,879894-27-6,Trace,0.00%,0.00%,0.00%,Trace,0.00%
SDS-000732,7-Aminoflunitrazepam solution,Sigma-Aldrich Corp.,SDS-000732,,Acetonitrile,75-05-8,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-000732,7-Aminoflunitrazepam solution,Sigma-Aldrich Corp.,SDS-000732,,7-Aminoflunitrazepam ,34084-50-9,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-002359,7-Aminonitrazepam solution,Sigma-Aldrich Corp.,SDS-002359,,Acetonitrile,75-05-8,n/a,99.90%,99.90%,99.90%,99.90%,0.00%
SDS-002359,7-Aminonitrazepam solution,Sigma-Aldrich Corp.,SDS-002359,,7-Aminonitrazepam,2/3/4928,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-005935,8600,Dover Corp.,SDS-005935,,Ethyl Alcohol,64-17-5,n/a,60.00%,100.00%,80.00%,60 - 100%,0.00%
SDS-005935,8600,Dover Corp.,SDS-005935,,Isopropyl Alcohol,67-63-0,n/a,5.00%,10.00%,7.50%,5 - 10%,0.00%
SDS-005936,9650,Dover Corp.,SDS-005936,,Ethyl Alcohol,64-17-5,n/a,60.00%,100.00%,80.00%,60 - 100%,0.00%
SDS-005936,9650,Dover Corp.,SDS-005936,,Isopropyl Alcohol,67-63-0,n/a,3.00%,7.00%,5.00%,3 - 7%,0.00%
SDS-005936,9650,Dover Corp.,SDS-005936,,Lithium Nitrate,7790-69-4,n/a,0.10%,1.00%,0.55%,0.1 - 1%,0.00%
SDS-003060,A1C-2 - R1 (A / B),F. Hoffmann-La Roche AG,SDS-003060,,Poly Ethylene Glycol,25322-68-3,n/a,1.00%,5.00%,3.00%,>=1-<5%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Monoammonium Phosphate,7722-76-1,n/a,95.00%,95.00%,95.00%,95%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Ammonium Sulphate,7783-20-2,n/a,95.00%,95.00%,95.00%,95%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Mica,12001-26-2,Less Than (Max),0.00%,3.00%,1.50%,<3%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Attaclay,8031-18-3,Less Than (Max),0.00%,3.00%,1.50%,<3%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Amorphous Silica Precipitated Synthetic Zeolite,112926-00-8,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Calcium Carbonate,471-34-1,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Yellow 14 Pigment - di-azo dye,5468-75-7,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-002361,ABC DRY CHEMICAL,Steel Fire Equipment Ltd.,SDS-002361,,Silicone Oil Methyl Hydrogen Polysiloxane,63148-57-2,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
